"elementId","source","line","surface","kind","label","ownerComponent","effectiveHandlerEvent","actionType","mappingStatus","mappingConfidence","handlerChain","delegatedCallbacks","usedBySurfaces","routeTargets","apiCalls","resourceOperations","contextResources","prismaModels","contextModels","permissionPolicies","allowedRoles","rowPolicy","scopedRead","loadingState","successState","errorState","confirmationState","browserActions","helperCalls","localMutations","uxStateCandidates"
"component.components-realm-realmpilotoperations.action.xac-nhan-qua-canary-gate","components/realm/RealmPilotOperations.jsx","114","component.components-realm-realmpilotoperations","action","Xác nhận qua canary gate","ActivationGuard","onClick","delegated-action","delegated","high","load | mutate","onClear","component:realm/RealmPilotOperations","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotoperations.action.rollback-ve-erp","components/realm/RealmPilotOperations.jsx","115","component.components-realm-realmpilotoperations","action","Rollback về ERP","ActivationGuard","onClick","delegated-action","delegated","high","","onRollback","component:realm/RealmPilotOperations","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotoperations.form-control.select","components/realm/RealmPilotOperations.jsx","160","component.components-realm-realmpilotoperations","form-control","","IncidentCommand","onChange","form-control","classified-local","high","changeCategory","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotoperations.form-control.warning-theo-doi-critical-rollback-erp","components/realm/RealmPilotOperations.jsx","161","component.components-realm-realmpilotoperations","form-control","Warning · theo dõi / Critical · rollback ERP","IncidentCommand","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotoperations.action.ghi-nhan-su-co","components/realm/RealmPilotOperations.jsx","162","component.components-realm-realmpilotoperations","action","Ghi nhận sự cố","IncidentCommand","onClick","delegated-action","delegated","high","load | mutate","onReport","component:realm/RealmPilotOperations","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotoperations.action.bat-au-theo-doi","components/realm/RealmPilotOperations.jsx","175","component.components-realm-realmpilotoperations","action","Bắt đầu theo dõi","IncidentCommand","onClick","delegated-action","delegated","high","load | mutate","onMonitor","component:realm/RealmPilotOperations","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotoperations.action.xac-nhan-a-khong-che","components/realm/RealmPilotOperations.jsx","176","component.components-realm-realmpilotoperations","action","Xác nhận đã khống chế","IncidentCommand","onClick","delegated-action","delegated","high","load | mutate","onResolve","component:realm/RealmPilotOperations","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotoperations.action.tai-lai-pilot-operations","components/realm/RealmPilotOperations.jsx","315","component.components-realm-realmpilotoperations","action","Tải lại Pilot Operations","RealmPilotOperations","onClick","local-state","classified-local","high","load","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotoperations.action.thu-lai","components/realm/RealmPilotOperations.jsx","322","component.components-realm-realmpilotoperations","action","Thử lại","RealmPilotOperations","onClick","local-state","classified-local","high","load","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotoperations.action.thu-lai.2","components/realm/RealmPilotOperations.jsx","325","component.components-realm-realmpilotoperations","action","Thử lại","RealmPilotOperations","onClick","local-state","classified-local","high","load","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotoperations.action.gui-director-duyet","components/realm/RealmPilotOperations.jsx","369","component.components-realm-realmpilotoperations","action","Gửi Director duyệt","RealmPilotOperations","onClick","browser-action","classified-local","high","load | mutate","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotoperations.action.duyet-moi-cohort","components/realm/RealmPilotOperations.jsx","370","component.components-realm-realmpilotoperations","action","Duyệt & mời cohort","RealmPilotOperations","onClick","browser-action","classified-local","high","load | mutate","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotoperations.action.tra-ve-nhap","components/realm/RealmPilotOperations.jsx","370","component.components-realm-realmpilotoperations","action","Trả về nháp","RealmPilotOperations","onClick","browser-action","classified-local","high","load | mutate","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotoperations.action.hoan-tat-wave","components/realm/RealmPilotOperations.jsx","371","component.components-realm-realmpilotoperations","action","Hoàn tất wave","RealmPilotOperations","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotoperations.action.ong-wave","components/realm/RealmPilotOperations.jsx","372","component.components-realm-realmpilotoperations","action","Đóng wave","RealmPilotOperations","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotoperations.form-control.input","components/realm/RealmPilotOperations.jsx","380","component.components-realm-realmpilotoperations","form-control","","RealmPilotOperations","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotoperations.form-control.7-ngay-10-ngay-14-ngay","components/realm/RealmPilotOperations.jsx","381","component.components-realm-realmpilotoperations","form-control","7 ngày / 10 ngày / 14 ngày","RealmPilotOperations","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotoperations.action.tao-ban-nhap","components/realm/RealmPilotOperations.jsx","382","component.components-realm-realmpilotoperations","action","Tạo bản nháp","RealmPilotOperations","onClick","browser-action","classified-local","high","load | mutate","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotrehearsal.action.tai-lai-launch-rehearsal","components/realm/RealmPilotRehearsal.jsx","114","component.components-realm-realmpilotrehearsal","action","Tải lại launch rehearsal","RealmPilotRehearsal","onClick","data-action","handler-resolved","high","applyPayload | draftsFrom | load","","","","GET /api/realm-demo/pilot/rehearsal","","","CollaborationPresenceSession | Setting | Ticket | User","","explicit-rbac","ACCOUNTANT | AM | DIRECTOR | PM | STAFF","false","false","not-required","not-required","handled-candidate","not-required","","","",""
"component.components-realm-realmpilotrehearsal.action.thu-lai","components/realm/RealmPilotRehearsal.jsx","121","component.components-realm-realmpilotrehearsal","action","Thử lại","RealmPilotRehearsal","onClick","data-action","handler-resolved","high","applyPayload | draftsFrom | load","","","","GET /api/realm-demo/pilot/rehearsal","","","CollaborationPresenceSession | Setting | Ticket | User","","explicit-rbac","ACCOUNTANT | AM | DIRECTOR | PM | STAFF","false","false","not-required","not-required","handled-candidate","not-required","","","",""
"component.components-realm-realmpilotrehearsal.navigation.xu-ly","components/realm/RealmPilotRehearsal.jsx","134","component.components-realm-realmpilotrehearsal","navigation","Xử lý","RealmPilotRehearsal","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotrehearsal.form-control.chua-kiem-tra-at-khong-at","components/realm/RealmPilotRehearsal.jsx","157","component.components-realm-realmpilotrehearsal","form-control","Chưa kiểm tra / Đạt / Không đạt","RealmPilotRehearsal","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotrehearsal.form-control.vd-notification-hai-chieu-at-khong-ghi-ten-noi-dung-record","components/realm/RealmPilotRehearsal.jsx","158","component.components-realm-realmpilotrehearsal","form-control","VD: notification hai chiều đạt; không ghi tên/nội dung record","RealmPilotRehearsal","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotrehearsal.action.luu","components/realm/RealmPilotRehearsal.jsx","159","component.components-realm-realmpilotrehearsal","action","Lưu","RealmPilotRehearsal","onClick","data-action","handler-resolved","high","applyPayload | draftsFrom | load | mutate","","","","GET /api/realm-demo/pilot/rehearsal | POST /api/realm-demo/pilot/rehearsal","","","AuditLog | CollaborationPresenceSession | Notification | RealmChangeEvent | Setting | Ticket | User","","explicit-rbac","ACCOUNTANT | AM | DIRECTOR | PM | STAFF","false","false","async-button-guard","toast-or-state","handled-candidate","not-required","window.dispatchEvent","","",""
