"elementId","source","line","surface","kind","label","ownerComponent","effectiveHandlerEvent","actionType","mappingStatus","mappingConfidence","handlerChain","delegatedCallbacks","usedBySurfaces","routeTargets","apiCalls","resourceOperations","contextResources","prismaModels","contextModels","permissionPolicies","allowedRoles","rowPolicy","scopedRead","loadingState","successState","errorState","confirmationState","browserActions","helperCalls","localMutations","uxStateCandidates"
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.navigation.mo-workflow-erp","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","210","component.components-realm-v2-canonicalrealmprojectchroniclescreens","navigation","Mở workflow ERP","ProjectRealmScreen","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.action.thu-lai.2","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","215","component.components-realm-v2-canonicalrealmprojectchroniclescreens","action","Thử lại","ProjectRealmScreen","onClick","data-action","handler-resolved","high","jsonResponse | loadHealth","","","","GET /api/projects/*/execution-health","","","Invoice | Milestone | Phase | Project | Task | TimeLog | User | VendorBill | WorkQueueState","","explicit-rbac","ACCOUNTANT | LEAD | PM","false","false","not-required","not-required","handled-candidate","not-required","","","error.status",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.navigation.mo-chronicle-co-bo-loc","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","228","component.components-realm-v2-canonicalrealmprojectchroniclescreens","navigation","Mở Chronicle có bộ lọc","ProjectRealmScreen","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.action.tai-lai-an-toan.2","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","280","component.components-realm-v2-canonicalrealmprojectchroniclescreens","action","Tải lại an toàn","ChronicleScreen","onClick","data-action","handler-resolved","high","jsonResponse | load","","","","GET /api/audit","","","AuditLog","","explicit-rbac","","false","false","not-required","not-required","handled-candidate","not-required","","","error.status",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.navigation.mo-so-realm-ca-nhan","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","280","component.components-realm-v2-canonicalrealmprojectchroniclescreens","navigation","Mở Sổ Realm cá nhân","ChronicleScreen","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.action.ong-bo","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","290","component.components-realm-v2-canonicalrealmprojectchroniclescreens","action","Đồng bộ","ChronicleScreen","onClick","data-action","handler-resolved","high","jsonResponse | load","","","","GET /api/audit","","","AuditLog","","explicit-rbac","","false","false","not-required","not-required","handled-candidate","not-required","","","error.status",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.form-control.tim-actor-action-entity-chi-tiet","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","292","component.components-realm-v2-canonicalrealmprojectchroniclescreens","form-control","Tìm actor, action, entity, chi tiết…","ChronicleScreen","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.form-control.tat-ca-action","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","293","component.components-realm-v2-canonicalrealmprojectchroniclescreens","form-control","Tất cả action","ChronicleScreen","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.form-control.tat-ca-entity","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","294","component.components-realm-v2-canonicalrealmprojectchroniclescreens","form-control","Tất cả entity","ChronicleScreen","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.form-control.tat-ca-actor","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","295","component.components-realm-v2-canonicalrealmprojectchroniclescreens","form-control","Tất cả actor","ChronicleScreen","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.action.button.2","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","302","component.components-realm-v2-canonicalrealmprojectchroniclescreens","action","·","ChronicleScreen","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.action.xuat-ban-co-chu-ky","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","314","component.components-realm-v2-canonicalrealmprojectchroniclescreens","action","Xuất bản có chữ ký","ChronicleScreen","","disabled-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmprojectchroniclescreens.navigation.mo-auditlog-erp","components/realm-v2/CanonicalRealmProjectChronicleScreens.jsx","314","component.components-realm-v2-canonicalrealmprojectchroniclescreens","navigation","Mở AuditLog ERP","ChronicleScreen","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmscreens.navigation.mo-task-erp","components/realm-v2/CanonicalRealmScreens.jsx","97","component.components-realm-v2-canonicalrealmscreens","navigation","Mở Task ERP","CanonicalTaskCard","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmscreens.action.hoan-tat-bat-au","components/realm-v2/CanonicalRealmScreens.jsx","98","component.components-realm-v2-canonicalrealmscreens","action","Hoàn tất / Bắt đầu","CanonicalTaskCard","onClick","data-action","delegated-resolved","medium","transition","onTransition","component:realm-v2/CanonicalRealmScreens","","POST /api/execution/actions","","","AuditLog | Conversation | Lead | Message | Notification | Onboarding | Project | RealmChangeEvent | RealmGoldEntry | Rule | Setting | Task | TaskEvent | User | Webhook","","explicit-rbac","ACCOUNTANT | AM | DIRECTOR | HR | PM | STAFF","false","false","local-state","toast-or-state","handled-candidate","not-required","","","",""
"component.components-realm-v2-canonicalrealmscreens.action.thu-lai","components/realm-v2/CanonicalRealmScreens.jsx","107","component.components-realm-v2-canonicalrealmscreens","action","Thử lại","PartialError","onClick","delegated-action","delegated","high","","onRetry","component:realm-v2/CanonicalRealmScreens","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","member:data.reload","",""
"component.components-realm-v2-canonicalrealmscreens.action.tai-lai-an-toan","components/realm-v2/CanonicalRealmScreens.jsx","146","component.components-realm-v2-canonicalrealmscreens","action","Tải lại an toàn","HomeScreen","onClick","helper-action","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","member:data.reload","",""
"component.components-realm-v2-canonicalrealmscreens.navigation.xem-toan-bo","components/realm-v2/CanonicalRealmScreens.jsx","160","component.components-realm-v2-canonicalrealmscreens","navigation","Xem toàn bộ","HomeScreen","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmscreens.navigation.bi-chan-qua-han","components/realm-v2/CanonicalRealmScreens.jsx","164","component.components-realm-v2-canonicalrealmscreens","navigation","· / Bị chặn / Quá hạn","HomeScreen","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmscreens.navigation.link","components/realm-v2/CanonicalRealmScreens.jsx","170","component.components-realm-v2-canonicalrealmscreens","navigation","·","HomeScreen","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmscreens.navigation.item-route-dashboard","components/realm-v2/CanonicalRealmScreens.jsx","173","component.components-realm-v2-canonicalrealmscreens","navigation","item.route || '/dashboard'","HomeScreen","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-canonicalrealmscreens.action.tai-lai-an-toan.2","components/realm-v2/CanonicalRealmScreens.jsx","203","component.components-realm-v2-canonicalrealmscreens","action","Tải lại an toàn","MyWorkScreen","onClick","helper-action","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","member:data.reload","",""
"component.components-realm-v2-canonicalrealmscreens.action.ong-bo","components/realm-v2/CanonicalRealmScreens.jsx","214","component.components-realm-v2-canonicalrealmscreens","action","Đồng bộ","MyWorkScreen","onClick","helper-action","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","member:data.reload","",""
"component.components-realm-v2-canonicalrealmscreens.navigation.mo-bang-cong-viec-erp","components/realm-v2/CanonicalRealmScreens.jsx","218","component.components-realm-v2-canonicalrealmscreens","navigation","Mở Bảng công việc ERP","MyWorkScreen","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.form-control.egoric-group-aim-agency","components/realm-v2/DesignSystemGallery.jsx","22","component.components-realm-v2-designsystemgallery","form-control","Egoric Group / AIM Agency","DesignSystemGallery","","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.form-control.evidence-backed-rationale","components/realm-v2/DesignSystemGallery.jsx","22","component.components-realm-v2-designsystemgallery","form-control","Evidence-backed rationale…","DesignSystemGallery","","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.form-control.example-change-accountable-project-owner","components/realm-v2/DesignSystemGallery.jsx","22","component.components-realm-v2-designsystemgallery","form-control","Example: change accountable project owner","DesignSystemGallery","","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.form-control.input","components/realm-v2/DesignSystemGallery.jsx","22","component.components-realm-v2-designsystemgallery","form-control","","DesignSystemGallery","","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.form-control.input.2","components/realm-v2/DesignSystemGallery.jsx","22","component.components-realm-v2-designsystemgallery","form-control","","DesignSystemGallery","","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.form-control.qa-radio","components/realm-v2/DesignSystemGallery.jsx","22","component.components-realm-v2-designsystemgallery","form-control","qa-radio","DesignSystemGallery","","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.form-control.qa-radio.2","components/realm-v2/DesignSystemGallery.jsx","22","component.components-realm-v2-designsystemgallery","form-control","qa-radio","DesignSystemGallery","","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.action.open-400px-drawer","components/realm-v2/DesignSystemGallery.jsx","28","component.components-realm-v2-designsystemgallery","action","Open 400px drawer","DesignSystemGallery","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.action.open-modal","components/realm-v2/DesignSystemGallery.jsx","28","component.components-realm-v2-designsystemgallery","action","Open modal","DesignSystemGallery","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.action.show-toast","components/realm-v2/DesignSystemGallery.jsx","28","component.components-realm-v2-designsystemgallery","action","Show toast","DesignSystemGallery","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.action.cancel","components/realm-v2/DesignSystemGallery.jsx","34","component.components-realm-v2-designsystemgallery","action","Cancel","DesignSystemGallery","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.action.save-draft","components/realm-v2/DesignSystemGallery.jsx","34","component.components-realm-v2-designsystemgallery","action","Save draft","DesignSystemGallery","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-designsystemgallery.form-control.input.3","components/realm-v2/DesignSystemGallery.jsx","34","component.components-realm-v2-designsystemgallery","form-control","","DesignSystemGallery","","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-overlays.action.children","components/realm-v2/Overlays.jsx","38","component.components-realm-v2-overlays","action","{children}","Modal","onMouseDown","delegated-action","delegated","high","close | persist","onClose","component:Activities | component:DocEditor | component:DocLinks | component:SendEmail | component:Shell | component:realm-v2/CanonicalRealmOperationsScreens | component:realm-v2/DesignSystemGallery | component:realm-v2/Overlays | component:realm/RealmCreateActionDialog | component:realm/RealmFeedbackLauncher | component:realm/RealmFeedbackOperations | component:realm/RealmPilotOnboarding | component:realm/RoyalCommandCenter | component:ui | route:/attendance | route:/automation | route:/calendar | route:/ceo-registry | route:/ceo-rollout | route:/ceo-security | route:/commissions | route:/freelancers | route:/inventory | route:/invoices | route:/messages | route:/resources | route:/reviews | route:/settings | route:/staff | route:/tasks | route:/templates | route:/tickets | route:/vendors","`/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.confirm | window.localStorage.setItem","","requestKeyRef.current",""
"component.components-realm-v2-overlays.action.onclose","components/realm-v2/Overlays.jsx","40","component.components-realm-v2-overlays","action","","Modal","onClick","delegated-action","delegated","high","close | persist","onClose","component:Activities | component:DocEditor | component:DocLinks | component:SendEmail | component:Shell | component:realm-v2/CanonicalRealmOperationsScreens | component:realm-v2/DesignSystemGallery | component:realm-v2/Overlays | component:realm/RealmCreateActionDialog | component:realm/RealmFeedbackLauncher | component:realm/RealmFeedbackOperations | component:realm/RealmPilotOnboarding | component:realm/RoyalCommandCenter | component:ui | route:/attendance | route:/automation | route:/calendar | route:/ceo-registry | route:/ceo-rollout | route:/ceo-security | route:/commissions | route:/freelancers | route:/inventory | route:/invoices | route:/messages | route:/resources | route:/reviews | route:/settings | route:/staff | route:/tasks | route:/templates | route:/tickets | route:/vendors","`/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.confirm | window.localStorage.setItem","","requestKeyRef.current",""
"component.components-realm-v2-overlays.action.onclose.2","components/realm-v2/Overlays.jsx","56","component.components-realm-v2-overlays","action","","ContextDrawer","onClick","delegated-action","delegated","high","","onClose","component:realm-v2/DesignSystemGallery | component:realm-v2/RealmV2Shell","`/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-overlays.action.label-type","components/realm-v2/Overlays.jsx","74","component.components-realm-v2-overlays","action","{label} / {type}","CommandPalette","onClick","navigation","classified-local","high","go","onClose","component:realm-v2/RealmV2Shell","/realm-v2/* | `/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-overlays.form-control.search-records-destinations-and-authorized-commands","components/realm-v2/Overlays.jsx","74","component.components-realm-v2-overlays","form-control","Search records, destinations and authorized commands…","CommandPalette","onChange","form-control","classified-local","high","","","","`/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-overlays.action.retry-idempotently","components/realm-v2/Overlays.jsx","115","component.components-realm-v2-overlays","action","Retry idempotently","CommandLifecycle","onClick","local-state","classified-local","high","","","","`/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-overlays.action.simulate-failure","components/realm-v2/Overlays.jsx","115","component.components-realm-v2-overlays","action","Simulate failure","CommandLifecycle","onClick","local-state","classified-local","high","fail","","","`/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-overlays.action.structure-proposal","components/realm-v2/Overlays.jsx","115","component.components-realm-v2-overlays","action","Structure proposal","CommandLifecycle","onClick","local-state","classified-local","high","progress","","","`/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-overlays.action.approve-proposal","components/realm-v2/Overlays.jsx","123","component.components-realm-v2-overlays","action","Approve proposal","ApprovalReview","onClick","delegated-action","delegated","high","","onClose","component:realm-v2/DesignSystemGallery | component:realm-v2/RealmV2Shell","`/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-overlays.action.cancel","components/realm-v2/Overlays.jsx","123","component.components-realm-v2-overlays","action","Cancel","ApprovalReview","onClick","delegated-action","delegated","high","","onClose","component:realm-v2/DesignSystemGallery | component:realm-v2/RealmV2Shell","`/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-overlays.form-control.record-the-business-rationale","components/realm-v2/Overlays.jsx","128","component.components-realm-v2-overlays","form-control","Record the business rationale…","ApprovalReview","onChange","form-control","classified-local","high","","","","`/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-overlays.form-control.input","components/realm-v2/Overlays.jsx","129","component.components-realm-v2-overlays","form-control","","ApprovalReview","onChange","form-control","classified-local","high","","","","`/realm-v2/${slug}`","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-primitives.action.children","components/realm-v2/Primitives.jsx","9","component.components-realm-v2-primitives","action","{children}","Button","onClick","data-action","delegated-resolved","medium","commandDraft | downloadLedger | fail | finish | jsonResponse | load | loadHealth | markRead | progress | shortIntent | structure","onBack | onCancel | onClick | onClose | onExecute | onRead | onReconcile | onReload | onRespond | onRetry | onReview | onTaskOpen | onTransition | reload","component:realm-v2/CanonicalRealmCommunicationScreens | component:realm-v2/CanonicalRealmExecutiveScreens | component:realm-v2/CanonicalRealmExperienceScreens | component:realm-v2/CanonicalRealmGovernanceScreens | component:realm-v2/CanonicalRealmOperationsScreens | component:realm-v2/CanonicalRealmPeopleRecognitionScreens | component:realm-v2/CanonicalRealmProjectChronicleScreens | component:realm-v2/CanonicalRealmScreens | component:realm-v2/DesignSystemGallery | component:realm-v2/Overlays | component:realm-v2/RealmV2Shell | component:realm-v2/WorkObjects","","GET /api/audit | GET /api/notifications | GET /api/projects/*/execution-health | GET /api/realm-v2/profile-recognition | PUT /api/notifications","","","AuditLog | CollaborationPresenceSession | Invoice | Milestone | Notification | Phase | Project | RealmChangeEvent | RealmGoldEntry | RealmRewardBudget | Setting | Task | Team | TimeLog | User | VendorBill | WorkQueueState","","authenticated-custom | explicit-rbac","ACCOUNTANT | AM | DIRECTOR | HR | LEAD | PM | STAFF","false","false","disabled-binding","toast-or-state","handled-candidate","not-required","URL.createObjectURL | URL.revokeObjectURL | document.createElement | window.dispatchEvent","member:data.reload | member:source.reload | member:sources.reload","anchor.download | anchor.href | error.status",""
"component.components-realm-v2-primitives.action.onclick","components/realm-v2/Primitives.jsx","17","component.components-realm-v2-primitives","action","","IconButton","onClick","delegated-action","delegated","high","","onClick | onClose","component:realm-v2/Overlays","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-primitives.action.toggle","components/realm-v2/Primitives.jsx","67","component.components-realm-v2-primitives","action","","Toggle","onClick","delegated-action","delegated","high","applyPresentationPreferences | setPresentation | toggle","onChange","component:realm-v2/CanonicalRealmExperienceScreens","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.localStorage.setItem","","document.documentElement.dataset.realmDensity | document.documentElement.dataset.realmReducedMotion",""
"component.components-realm-v2-primitives.action.onchange-option-value","components/realm-v2/Primitives.jsx","74","component.components-realm-v2-primitives","action","","Segmented","onClick","delegated-action","delegated","high","applyPresentationPreferences | setPresentation","onChange","component:realm-v2/CanonicalRealmCommunicationScreens | component:realm-v2/CanonicalRealmExecutiveScreens | component:realm-v2/CanonicalRealmExperienceScreens | component:realm-v2/CanonicalRealmGovernanceScreens | component:realm-v2/CanonicalRealmOperationsScreens | component:realm-v2/CanonicalRealmPeopleRecognitionScreens | component:realm-v2/CanonicalRealmProjectChronicleScreens | component:realm-v2/CanonicalRealmScreens | component:realm-v2/DesignSystemGallery | component:realm-v2/Templates","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.localStorage.setItem","","document.documentElement.dataset.realmDensity | document.documentElement.dataset.realmReducedMotion",""
"component.components-realm-v2-realmv2applicationshell.navigation.bo-qua-ieu-huong","components/realm-v2/RealmV2ApplicationShell.jsx","173","component.components-realm-v2-realmv2applicationshell","navigation","Bỏ qua điều hướng","ProductShell","","navigation","classified-local","high","","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2applicationshell.navigation.trang-chu-realm","components/realm-v2/RealmV2ApplicationShell.jsx","177","component.components-realm-v2-realmv2applicationshell","navigation","Trang chủ Realm","ProductShell","","navigation","classified-local","high","","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2applicationshell.navigation.realm-v2-item-slug","components/realm-v2/RealmV2ApplicationShell.jsx","186","component.components-realm-v2-realmv2applicationshell","navigation","`/realm-v2/${item.slug}`","ProductShell","","navigation","classified-local","high","","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2applicationshell.action.mo-rong-thu-gon","components/realm-v2/RealmV2ApplicationShell.jsx","201","component.components-realm-v2-realmv2applicationshell","action","Mở rộng / Thu gọn","ProductShell","onClick","browser-action","classified-local","high","toggleRail","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.localStorage.setItem","","",""
"component.components-realm-v2-realmv2applicationshell.action.mo-tat-ca-iem-en","components/realm-v2/RealmV2ApplicationShell.jsx","208","component.components-realm-v2-realmv2applicationshell","action","Mở tất cả điểm đến","ProductShell","onClick","local-state","classified-local","high","","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2applicationshell.navigation.company-realm","components/realm-v2/RealmV2ApplicationShell.jsx","209","component.components-realm-v2-realmv2applicationshell","navigation","{company} / · Realm","ProductShell","","navigation","classified-local","high","","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2applicationshell.action.tim-kiem-du-lieu-erp","components/realm-v2/RealmV2ApplicationShell.jsx","213","component.components-realm-v2-realmv2applicationshell","action","Tìm kiếm dữ liệu ERP","ProductShell","onClick","local-state","classified-local","high","","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2applicationshell.action.setnotificationsopen-true","components/realm-v2/RealmV2ApplicationShell.jsx","219","component.components-realm-v2-realmv2applicationshell","action","","ProductShell","onClick","local-state","classified-local","high","","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2applicationshell.action.mo-ho-so-nhan-su","components/realm-v2/RealmV2ApplicationShell.jsx","222","component.components-realm-v2-realmv2applicationshell","action","Mở hồ sơ nhân sự","ProductShell","onClick","navigation","classified-local","high","","","","'/login' | '/realm-v2/employee-profile' | /realm-v2/employee-profile","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.location.assign","","",""
"component.components-realm-v2-realmv2applicationshell.navigation.realm-v2-item-slug.2","components/realm-v2/RealmV2ApplicationShell.jsx","246","component.components-realm-v2-realmv2applicationshell","navigation","`/realm-v2/${item.slug}`","ProductShell","","navigation","classified-local","high","","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2applicationshell.action.tat-ca-iem-en-ang-xuat-ket-thuc-phien-hien-tai","components/realm-v2/RealmV2ApplicationShell.jsx","254","component.components-realm-v2-realmv2applicationshell","action","Tất cả điểm đến / Đăng xuất / Kết thúc phiên hiện tại","ProductShell","onMouseDown","local-state","classified-local","high","","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2applicationshell.action.ong","components/realm-v2/RealmV2ApplicationShell.jsx","256","component.components-realm-v2-realmv2applicationshell","action","Đóng","ProductShell","onClick","local-state","classified-local","high","","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2applicationshell.navigation.realm-v2-item-slug.3","components/realm-v2/RealmV2ApplicationShell.jsx","258","component.components-realm-v2-realmv2applicationshell","navigation","`/realm-v2/${item.slug}`","ProductShell","onClick","navigation","classified-local","high","","","","'/login' | '/realm-v2/employee-profile'","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2applicationshell.action.ang-xuat-ket-thuc-phien-hien-tai","components/realm-v2/RealmV2ApplicationShell.jsx","259","component.components-realm-v2-realmv2applicationshell","action","Đăng xuất / Kết thúc phiên hiện tại","ProductShell","onClick","navigation","classified-local","high","","","","'/login' | '/realm-v2/employee-profile' | /login","","","","","","","","false","false","not-required","not-required","not-required","not-required","","import:signOut","",""
"component.components-realm-v2-realmv2shell.navigation.skip-to-main-content","components/realm-v2/RealmV2Shell.jsx","87","component.components-realm-v2-realmv2shell","navigation","Skip to main content","RealmV2Shell","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.navigation.realm-operations-home","components/realm-v2/RealmV2Shell.jsx","90","component.components-realm-v2-realmv2shell","navigation","Realm operations home","RealmV2Shell","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.navigation.realm-v2-item-slug","components/realm-v2/RealmV2Shell.jsx","91","component.components-realm-v2-realmv2shell","navigation","`/realm-v2/${item.slug}`","RealmV2Shell","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.action.expand-collapse","components/realm-v2/RealmV2Shell.jsx","92","component.components-realm-v2-realmv2shell","action","Expand / Collapse","RealmV2Shell","onClick","browser-action","classified-local","high","toggleRail","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.localStorage.setItem","","",""
"component.components-realm-v2-realmv2shell.navigation.design-qa","components/realm-v2/RealmV2Shell.jsx","92","component.components-realm-v2-realmv2shell","navigation","Design QA","RealmV2Shell","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.action.open-navigation","components/realm-v2/RealmV2Shell.jsx","96","component.components-realm-v2-realmv2shell","action","Open navigation","RealmV2Shell","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.action.e-egoric-group-operations","components/realm-v2/RealmV2Shell.jsx","97","component.components-realm-v2-realmv2shell","action","E / Egoric Group · Operations","RealmV2Shell","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
